condition,drugName,rating,usefulCount
Chronic Pain,Cymbalta,8,105
Emergency Contraception,Plan B One-Step,10,13
Cough and Nasal Congestion,Dimetapp Children's Cold & Cough,1,6
"Glaucoma, Open Angle",Simbrinza,10,42
Mucositis,NeutraSal,9,32
Depression,Tramadol,10,71
Birth Control,Yasmin,5,8
Obesity,Bupropion / naltrexone,6,3
"Diabetes, Type 2",Dulaglutide,5,6
"Diabetes, Type 2",Synjardy,10,10
Epilepsy,Levetiracetam,1,5
Depression,Escitalopram,9,6
Birth Control,Levonorgestrel,4,21
Pain,Voltaren Gel,9,38
Birth Control,Medroxyprogesterone,3,2
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,9,10
Acne,Benzoyl peroxide / clindamycin,10,22
Sinusitis,Moxifloxacin,7,11
Emergency Contraception,Levonorgestrel,10,5
Allergic Rhinitis,Desloratadine,8,9
Emergency Contraception,Levonorgestrel,10,17
Trigeminal Neuralgia,Tegretol,9,0
Bacterial Infection,Doxycycline,2,18
Chronic Pain,Buprenorphine,8,17
Neuralgia,Pregabalin,7,38
Depression,Venlafaxine,9,27
Acne,Isotretinoin,10,3
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,1,85
Emergency Contraception,Levonorgestrel,1,2
Smoking Cessation,Chantix,9,13
Alcohol Withdrawal,Baclofen,10,95
Birth Control,Nexplanon,10,0
Muscle Spasm,Skelaxin,10,22
Constipation,Bisacodyl,10,7
Opiate Dependence,Buprenorphine / naloxone,2,7
"Diabetes, Type 2",Januvia,2,54
Anxiety and Stress,Paxil,10,23
Anxiety,Lexapro,10,33
Rosacea,Metronidazole,1,31
ADHD,Atomoxetine,9,14
Pneumonia,Levofloxacin,10,8
Depression,Wellbutrin XL,10,60
Birth Control,Nexplanon,10,24
Migraine,Reglan,1,8
Constipation,Bisacodyl,10,10
Underactive Thyroid,Synthroid,6,118
Vaginal Yeast Infection,Tioconazole,10,3
Bipolar Disorde,Geodon,7,22
Birth Control,Ethinyl estradiol / norgestimate,1,0
Multiple Sclerosis,Glatiramer,10,90
Post Traumatic Stress Disorde,Venlafaxine,6,12
Chronic Pain,Belbuca,1,18
Anxiety and Stress,Sertraline,8,15
Bowel Preparation,Suprep Bowel Prep Kit,6,9
Birth Control,Skyla,9,1
Restless Legs Syndrome,Klonopin,9,125
Depression,Sertraline,8,269
Depression,Vilazodone,10,15
Cough,Tussionex Pennkinetic,10,1
Insomnia,Zaleplon,9,1
Smoking Cessation,Nicotine,10,17
Insomnia,Suvorexant,1,16
Kidney Infections,Ciprofloxacin,10,93
Depression,Pristiq,7,7
Obesity,Xenical,8,61
Chronic Pain,Acetaminophen / oxycodone,1,18
Birth Control,Ethinyl estradiol / norethindrone,9,22
Postpartum Depression,Effexor XR,9,10
Birth Control,Ethinyl estradiol / norelgestromin,10,9
Migraine,Naproxen / sumatriptan,10,16
Narcolepsy,Xyrem,10,16
Depression,Escitalopram,8,9
Anxiety,Alprazolam,10,0
Acne,Drospirenone / ethinyl estradiol,2,6
Pain,Acetaminophen / hydrocodone,9,7
Osteoarthritis,Voltaren,10,56
Chlamydia Infection,Azithromycin,8,0
Anxiety,Lexapro,10,52
Pain,Acetaminophen / oxycodone,9,55
ibromyalgia,Savella,5,25
Headache,Naproxen,10,34
Osteoarthritis,Meloxicam,10,64
Major Depressive Disorde,Effexor,7,68
Underactive Thyroid,Thyroid desiccated,10,57
Inflammatory Conditions,Methylprednisolone,10,100
Allergic Rhinitis,Flonase,1,25
Pain,Opana,5,30
GERD,Prilosec OTC,10,41
Insomnia,Quetiapine,8,39
Depression,Venlafaxine,7,48
Birth Control,Ethinyl estradiol / norethindrone,7,1
GERD,Nexium,10,59
Chronic Pain,Tylox,9,7
Postpartum Depression,Sertraline,8,16
Bacterial Infection,Metronidazole,10,3
Smoking Cessation,Varenicline,10,31
Smoking Cessation,Varenicline,10,4
Insomnia,Trazodone,3,28
Sinusitis,Moxifloxacin,9,14
Pneumonia,Cefuroxime,8,43
Schizoaffective Disorde,Latuda,8,35
Polycystic Ovary Syndrome,Metformin,1,8
Obesity,Orlistat,10,75
Birth Control,Loestrin 24 Fe,10,1
Prostate Cance,Zytiga,4,0
Primary Immunodeficiency Syndrome,Immune globulin intravenous and subcutaneous,7,3
Birth Control,Xulane,9,5
Birth Control,Liletta,10,2
Birth Control,Lo Loestrin Fe,8,9
Migraine,Reglan,1,4
Hypersomnia,Armodafinil,4,6
Depression,Desvenlafaxine,10,22
Mitral Valve Prolapse,Inderal LA,6,4
"Nausea/Vomiting, Postoperative",Ondansetron,10,14
Anxiety and Stress,Sertraline,7,28
Birth Control,Lo Loestrin Fe,10,3
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,4,0
Ulcerative Colitis,Mesalamine,4,7
Acne,Adapalene,2,8
Hirsutism,Vaniqa,10,64
Systemic Lupus Erythematosus,Benlysta,9,17
Weight Loss,Lorcaserin,9,31
"Hyperlipoproteinemia Type IIa, Elevated LDL",Welchol,8,28
Anxiety,Venlafaxine,9,13
Vaginal Yeast Infection,Tioconazole,10,0
Agitated State,Aripiprazole,1,9
Acne,Junel Fe 1.5 / 30,1,0
Acne,Adapalene / benzoyl peroxide,1,5
Birth Control,Ethinyl estradiol / levonorgestrel,9,7
Birth Control,Cryselle,7,0
Pain,Etodolac,10,40
"Diabetes, Type 1",Humulin N,10,6
Multiple Sclerosis,Glatiramer,7,5
Depression,Wellbutrin,2,74
Birth Control,Medroxyprogesterone,9,16
Birth Control,Skyla,3,4
Birth Control,Nexplanon,6,5
Smoking Cessation,Varenicline,10,9
Bipolar Disorde,Lamictal,9,41
Birth Control,Levonorgestrel,2,4
Depression,Zoloft,8,79
Birth Control,Levonorgestrel,6,2
Birth Control,Copper,9,62
"Diabetes, Type 2",Victoza,10,16
,Amitriptyline,10,3
"Diabetes, Type 2",Liraglutide,10,36
Acne,Accutane,10,29
Birth Control,Levora,10,11
Depression,Celexa,7,49
Urinary Tract Infection,Cipro,7,33
,Diphenhydramine,6,4
Birth Control,Levonorgestrel,10,2
Migraine,Eletriptan,9,13
Bowel Preparation,MoviPrep,9,5
Head Lice,Permethrin,1,4
Pneumonia,Azithromycin,9,23
Ankylosing Spondylitis,Indomethacin,7,9
Depression,Effexor,9,66
Obesity,Orlistat,9,76
"Gout, Acute",Methylprednisolone,9,35
Emergency Contraception,Levonorgestrel,10,20
Anxiety,Xanax,10,5
Birth Control,Nexplanon,8,4
Birth Control,Lutera,9,1
Weight Loss,Phentermine,10,32
Birth Control,Depo-Provera,9,3
Human Papilloma Virus,Imiquimod,10,18
Birth Control,Sprintec,7,1
Birth Control,Norethindrone,1,3
Opiate Dependence,Buprenorphine / naloxone,10,20
Constipation,Bisacodyl,9,1
Opiate Dependence,Buprenorphine,10,46
Restless Legs Syndrome,Ropinirole,1,51
Birth Control,Ethinyl estradiol / levonorgestrel,1,5
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,1,1
Rheumatoid Arthritis,Meloxicam,9,134
Birth Control,Drospirenone / ethinyl estradiol,1,0
Depression,Aripiprazole,7,59
Vaginal Yeast Infection,Monistat 3-Day Combination Pack,1,3
Overactive Bladde,Enablex,8,32
Underactive Thyroid,Levoxyl,6,33
Osteoporosis,Prolia,1,42
Depression,Wellbutrin XL,10,44
Pain,Pregabalin,9,24
Obesity,Contrave,8,3
Breast Cance,Letrozole,4,85
,Ethinyl estradiol / norethindrone,3,7
Birth Control,Skyla,7,2
Birth Control,Nexplanon,9,35
Birth Control,Beyaz,5,5
ADHD,Dextroamphetamine,9,30
ADHD,Methylphenidate,2,7
Depression,Venlafaxine,10,52
Anxiety,Escitalopram,3,5
Allergic Rhinitis,Flonase,10,16
Depression,Vilazodone,1,8
Upper Respiratory Tract Infection,Erythromycin,1,2
Depression,Effexor,1,17
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,10,7
Anxiety,Clonazepam,1,14
Prevention of Osteoporosis,Alendronate,4,35
Emergency Contraception,Levonorgestrel,6,0
"Hypogonadism, Male",Delatestryl,10,22
Emergency Contraception,Levonorgestrel,6,3
Rheumatoid Arthritis,Remicade,10,40
Insomnia,Simply Sleep,3,14
Hepatitis C,Harvoni,10,42
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,10,39
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,1,22
Vaginal Yeast Infection,Monistat 3-Day Combination Pack,1,2
Anxiety,Paroxetine,9,118
Weight Loss,Lorcaserin,10,78
Birth Control,Desogestrel / ethinyl estradiol,5,7
Depression,Desipramine,10,50
"Diabetes, Type 2",Insulin glargine,1,9
Weight Loss,Phentermine,9,7
Benign Prostatic Hyperplasia,Rapaflo,1,69
Birth Control,Depo-Provera,8,3
Pain,Acetaminophen / oxycodone,8,7
Anxiety,Mirtazapine,5,5
Weight Loss,Phentermine,10,2
Birth Control,Microgestin Fe 1 / 20,8,10
Urinary Tract Infection,Nitrofurantoin,3,5
Depression,Pristiq,3,190
Abnormal Uterine Bleeding,Depo-Provera,8,7
Anxiety,Alprazolam,10,140
Major Depressive Disorde,Vortioxetine,3,10
Cough,Benzonatate,1,11
Anxiety and Stress,Citalopram,8,3
Acne,Dapsone,8,20
Vaginal Yeast Infection,Tioconazole,9,1
Psoriasis,Ustekinumab,10,39
Diarrhea,Atropine / diphenoxylate,10,69
Anxiety,Ativan,10,10
Gender Dysphoria,Testosterone,10,8
ADHD,Omega-3 polyunsaturated fatty acids,10,28
Constipation,Dulcolax,8,21
Chronic Pain,Fentanyl,1,19
Depression,Vilazodone,3,43
"Hypogonadism, Male",Aveed,6,4
"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,1,25
Abnormal Uterine Bleeding,Estarylla,1,2
Rheumatoid Arthritis,Enbrel,9,40
Birth Control,Liletta,8,4
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,7,4
Bipolar Disorde,Lamictal,8,22
Birth Control,Ethinyl estradiol / levonorgestrel,8,10
Helicobacter Pylori Infection,Amoxicillin / clarithromycin / lansoprazole,10,8
Opiate Dependence,Buprenorphine / naloxone,10,19
ADHD,Amphetamine / dextroamphetamine,9,12
Hepatitis C,Daklinza,10,6
Birth Control,Implanon,8,0
Weight Loss,Lorcaserin,1,28
Vaginal Yeast Infection,Tioconazole,6,15
Bronchitis,Azithromycin,5,5
Birth Control,Ethinyl estradiol / norethindrone,2,4
Psychosis,Thiothixene,8,41
ADHD,Lisdexamfetamine,10,14
Schizophrenia,Paliperidone,9,2
Gout,Uloric,10,19
Osteoarthritis,Hyaluronan,9,89
Alopecia,Minoxidil,10,15
Deep Vein Thrombosis,Rivaroxaban,4,8
Acne,Doxycycline,10,4
Bacterial Infection,Amoxicillin / clavulanate,8,10
"Asthma, Maintenance",Omalizumab,10,2
Birth Control,NuvaRing,6,5
Depression,Remeron,9,106
Birth Control,Ethinyl estradiol / etonogestrel,8,1
Skin or Soft Tissue Infection,Zithromax,1,0
High Blood Pressure,Benicar,5,36
Birth Control,Depo-Provera,2,9
Headache,Acetaminophen / butalbital / caffeine,9,16
GERD,Ranitidine,9,24
Postmenopausal Symptoms,Drospirenone / estradiol,2,6
Birth Control,Tri-Lo-Sprintec,1,2
Urinary Tract Infection,Bactrim,4,45
Back Pain,Diclofenac,10,55
Bacterial Infection,Rocephin,9,23
Migraine,Aspirin / butalbital / caffeine,10,23
Acne,Minocycline,8,8
Panic Disorde,Bupropion,9,2
Depression,Mirtazapine,9,16
Vaginal Yeast Infection,Tioconazole,3,8
Birth Control,Microgestin Fe 1 / 20,10,4
Birth Control,Levonorgestrel,1,4
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,9,11
Birth Control,Loestrin 24 Fe,8,2
Birth Control,Falmina,1,1
Acne,Isotretinoin,9,1
Overactive Bladde,Tolterodine,2,20
Birth Control,Etonogestrel,6,3
Depression,Vortioxetine,5,18
Bacterial Infection,Metronidazole,3,12
Pneumonia,Azithromycin,10,39
Birth Control,Skyla,5,2
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,9,6
Narcolepsy,Nuvigil,10,3
Obsessive Compulsive Disorde,Luvox,10,102
ibromyalgia,Duloxetine,5,33
ibromyalgia,Cymbalta,2,22
Birth Control,Dienogest / estradiol,10,14
High Blood Pressure,Hydralazine,1,69
Birth Control,Aviane,1,31
Depression,Citalopram,1,29
Birth Control,Depo-Provera,1,2
"Conjunctivitis, Allergic",Lastacaft,2,3
Birth Control,Ethinyl estradiol / norgestimate,1,13
Birth Control,Levonorgestrel,4,5
Weight Loss,Lorcaserin,9,30
Obesity,Lorcaserin,8,117
High Blood Pressure,Metoprolol,8,27
Major Depressive Disorde,Fluoxetine,9,53
Birth Control,Norethindrone,1,2
Obesity,Phentermine,10,21
Bronchospasm Prophylaxis,Singulair,10,53
Asthma,Breo Ellipta,10,11
Bladder Infection,Cipro,9,156
Birth Control,Medroxyprogesterone,8,2
Birth Control,Ethinyl estradiol / norgestimate,10,5
Anxiety,Venlafaxine,9,87
Keratosis,Fluorouracil,8,149
Hot Flashes,Brisdelle,1,59
Pain,OxyContin,9,247
Vaginal Yeast Infection,Miconazole,5,16
Birth Control,Copper,8,2
Birth Control,Nexplanon,9,8
Nausea/Vomiting,Transderm-Scop,10,5
Allergic Rhinitis,Cetirizine,4,4
Birth Control,Ethinyl estradiol / norgestimate,5,28
High Cholesterol,Atorvastatin,10,51
Neuropathic Pain,Lidocaine,1,8
Birth Control,Ethinyl estradiol / norethindrone,10,29
Anxiety,Escitalopram,9,81
Depression,Citalopram,4,10
"Diabetes, Type 2",Jentadueto,10,6
Dental Abscess,Amoxicillin,5,16
Anxiety and Stress,Citalopram,9,19
Neuropathic Pain,Pregabalin,3,1
Depression,Desvenlafaxine,10,30
Pain,Acetaminophen / hydrocodone,3,8
Depression,Wellbutrin XL,8,45
Depression,Quetiapine,10,20
Birth Control,Nexplanon,1,12
Anxiety,Cymbalta,1,24
Birth Control,Tarina Fe 1 / 20,4,2
Anxiety,Clonazepam,10,44
Smoking Cessation,Zyban,8,42
Anxiety,BuSpar,9,275
Anxiety,Clonazepam,10,20
Sinusitis,Amoxicillin / clavulanate,8,7
ADHD,Dexmethylphenidate,8,22
Anxiety and Stress,Fluoxetine,7,53
Anxiety,Duloxetine,9,46
Vaginal Yeast Infection,Miconazole,5,0
Birth Control,Norethindrone,5,3
Premenstrual Syndrome,Ethinyl estradiol / levonorgestrel,2,1
Birth Control,Desogestrel / ethinyl estradiol,5,10
Post Traumatic Stress Disorde,Quetiapine,2,35
Anesthesia,Propofol,9,4
Generalized Anxiety Disorde,Escitalopram,8,4
Depression,Vortioxetine,1,6
Hepatitis C,Epclusa,10,21
Insomnia,Temazepam,5,44
Anxiety,Diazepam,10,121
Birth Control,Zarah,5,2
Pain,Tramadol,9,9
Birth Control,Ethinyl estradiol / levonorgestrel,4,0
Mild Cognitive Impairment,Donepezil,1,37
Eczema,Elocon,9,50
Atopic Dermatitis,Alclometasone,9,3
Underactive Thyroid,Armour Thyroid,1,59
Insomnia,Suvorexant,5,22
Bipolar Disorde,Zyprexa,10,43
Erectile Dysfunction,Cialis,10,36
Migraine,Cafergot,8,3
Constipation,Bisacodyl,10,8
Birth Control,Amethia,1,2
Erectile Dysfunction,Sildenafil,8,47
Bipolar Disorde,Saphris,2,22
Urinary Tract Infection,Macrobid,1,22
Emergency Contraception,Levonorgestrel,5,1
Diverticulitis,Metronidazole,1,22
Major Depressive Disorde,Mirtazapine,8,34
Weight Loss,Phentermine / topiramate,8,65
Birth Control,Implanon,10,2
Crohn's Disease,Pentasa,8,5
Inflammatory Conditions,Meloxicam,9,45
Stomach Ulce,Sucralfate,5,23
Vaginal Yeast Infection,Miconazole,3,5
Bowel Preparation,Suprep Bowel Prep Kit,10,38
Birth Control,Etonogestrel,3,5
Postoperative Ocular Inflammation,Ketorolac,10,2
Birth Control,Implanon,7,3
Back Pain,Cymbalta,8,22
Emergency Contraception,Plan B,1,2
Birth Control,Liletta,10,6
Acne,Isotretinoin,10,73
Abnormal Uterine Bleeding,Sprintec,7,3
ADHD,Methylin,3,14
Menstrual Disorders,Yaz,8,8
ibromyalgia,Skelaxin,9,32
Atrial Fibrillation,Sotalol Hydrochloride AF,4,113
Schizoaffective Disorde,Geodon,10,14
Rheumatoid Arthritis,Enbrel,10,87
Obsessive Compulsive Disorde,Abilify,9,32
Postmenopausal Symptoms,Estradiol Patch,10,2
Alzheimer's Disease,Exelon,9,51
Birth Control,Sprintec,5,4
Diabetic Peripheral Neuropathy,Lyrica,9,69
Schizophrenia,Paliperidone,8,19
Obesity,Bupropion / naltrexone,9,5
Osteoarthritis,Diclofenac,10,0
Influenza,Tamiflu,3,5
Depression,Lexapro,7,18
Emergency Contraception,Levonorgestrel,10,2
1</span> users found this comment helpful.,Lexapro,3,1
Insomnia,Gabapentin,8,28
Depression,Desvenlafaxine,10,22
GERD,Ranitidine,8,20
Migraine Prevention,Divalproex sodium,8,36
Vaginal Yeast Infection,Tioconazole,1,4
ADHD,Lisdexamfetamine,10,10
Birth Control,Kyleena,10,0
ibromyalgia,Gabapentin,9,56
Acne,Sulfamethoxazole / trimethoprim,9,5
Migraine,Imitrex,10,6
Anxiety and Stress,Celexa,10,118
Anxiety,Xanax,10,128
Birth Control,Ethinyl estradiol / levonorgestrel,10,9
Birth Control,Implanon,6,0
Birth Control,Viorele,3,7
Emergency Contraception,Plan B,7,10
Angina,Ranolazine,10,53
Cough,Benzonatate,1,18
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,10,17
Smoking Cessation,Varenicline,8,28
Weight Loss,Phentermine,10,22
Skin and Structure Infection,Amoxicillin / clavulanate,1,1
Birth Control,Mononessa,9,1
"Diabetes, Type 2",Victoza,10,75
Birth Control,Ethinyl estradiol / etonogestrel,9,7
Bipolar Disorde,Latuda,8,19
Abnormal Uterine Bleeding,Mirena,1,12
Birth Control,Levonorgestrel,5,1
GERD,Nexium,9,55
Smoking Cessation,Varenicline,10,36
Bipolar Disorde,Aripiprazole,6,2
Menstrual Disorders,Drospirenone / ethinyl estradiol,4,4
Bipolar Disorde,Aripiprazole,9,74
Obesity,Xenical,9,176
ADHD,Vyvanse,9,65
Anxiety,Hydroxyzine,8,48
Pain,Oxycodone,9,52
Breast Cance,Anastrozole,1,41
Bacterial Vaginitis,Metronidazole,5,5
"Crohn's Disease, Acute",Remicade,4,8
Birth Control,Etonogestrel,3,4
Urinary Tract Infection,Cipro,10,68
Diarrhea,Atropine / diphenoxylate,9,33
Depression,Lithium,8,22
Depression,Modafinil,10,75
Insomnia,Eszopiclone,1,22
Birth Control,Medroxyprogesterone,8,5
Bipolar Disorde,Abilify,1,9
Bipolar Disorde,Quetiapine,8,6
Supraventricular Tachycardia,Tenormin,9,38
Hepatitis C,Harvoni,10,68
Birth Control,Lybrel,10,62
Pain,Tramadol,3,10
Birth Control,Etonogestrel,5,1
"Diabetes, Type 2",Dapagliflozin,10,19
Birth Control,ParaGard,1,1
Opiate Dependence,Buprenorphine / naloxone,10,24
Birth Control,Nexplanon,2,0
Migraine,Acetaminophen / aspirin / caffeine,3,3
"Diabetes, Type 2",Invokana,1,12
Pain,Hydrocodone,1,33
Weight Loss,Qsymia,10,195
Bladder Infection,Nitrofurantoin,9,38
Acne,Adapalene / benzoyl peroxide,7,0
Birth Control,Ethinyl estradiol / etonogestrel,9,0
High Blood Pressure,Hydrochlorothiazide / losartan,3,58
Irritable Bowel Syndrome,Viberzi,5,16
Birth Control,Sprintec,10,25
Androgenetic Alopecia,Finasteride,8,19
Anxiety and Stress,Paxil,10,27
Birth Control,Levlen,1,15
Birth Control,Sprintec,9,109
Psychosis,Haldol,9,27
15</span> users found this comment helpful.,Aviane,10,15
Birth Control,Nexplanon,1,5
Schizophrenia,Abilify Maintena,10,22
Acne,Solodyn,9,23
Postmenopausal Symptoms,Estradiol,1,3
High Blood Pressure,Atenolol,10,95
Multiple Sclerosis,Glatiramer,8,32
Schizophrenia,Cariprazine,9,17
Cold Symptoms,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,10,1
Insomnia,Ambien,7,90
Obesity,Adipex-P,10,38
Emergency Contraception,Plan B One-Step,10,11
Insomnia,Clonazepam,9,44
Plaque Psoriasis,Ixekizumab,6,2
Vaginal Yeast Infection,Miconazole,1,4
Pain,Acetaminophen / hydrocodone,8,119
Birth Control,Desogestrel / ethinyl estradiol,2,0
Generalized Anxiety Disorde,Paxil CR,10,28
Generalized Anxiety Disorde,Cymbalta,10,59
Birth Control,Beyaz,4,1
Birth Control,Ethinyl estradiol / norelgestromin,9,4
Depression,Prozac,8,20
"Diabetes, Type 2",Insulin glulisine,9,0
Depression,L-methylfolate,10,172
Major Depressive Disorde,Wellbutrin XL,8,46
Upper Respiratory Tract Infection,Sulfamethoxazole / trimethoprim,3,3
Ovarian Cysts,Ethinyl estradiol / norgestimate,1,8
High Blood Pressure,Lisinopril,1,71
Nasal Congestion,Sudafed PE Congestion,10,3
Pain,Tramadol,2,13
Acne,Bactrim,10,54
High Blood Pressure,Valsartan,4,92
Premenstrual Dysphoric Disorde,Yaz,10,15
Weight Loss,Megestrol,10,68
Rheumatoid Arthritis,Meloxicam,8,44
Anxiety,Escitalopram,7,15
Sciatica,Flexeril,2,25
Dry Eye Disease,Xiidra,2,25
Opiate Withdrawal,Methadone,9,13
Vitamin B12 Deficiency,Vitamin B12,10,10
Birth Control,Orsythia,10,1
Pneumonia,Doxycycline,10,83
Major Depressive Disorde,Vilazodone,1,0
High Blood Pressure,Metoprolol,1,67
High Blood Pressure,Minoxidil,9,3
Acne,Epiduo,3,11
Depression,Paroxetine,8,6
Chronic Pain,Butrans,7,15
Hepatitis C,Harvoni,10,30
Bipolar Disorde,Latuda,10,77
Depression,Fluoxetine,9,47
Hashimoto's disease,Levothyroxine,10,24
Birth Control,Lo Loestrin Fe,10,10
Insomnia,Belsomra,1,22
Periodic Limb Movement Disorde,Ropinirole,1,6
Acne,Isotretinoin,8,3
Depression,Escitalopram,10,30
Rosacea,Soolantra,10,36
Irritable Bowel Syndrome,Viberzi,10,8
Depression,Wellbutrin,8,177
Bipolar Disorde,Seroquel XR,1,7
Birth Control,Drospirenone / ethinyl estradiol,10,7
ADHD,Dexmethylphenidate,10,25
Birth Control,Liletta,10,4
Birth Control,Ethinyl estradiol / norgestimate,1,2
Prevention of Thromboembolism in Atrial Fibrillation,Dabigatran,9,13
Birth Control,Etonogestrel,2,5
Birth Control,Minastrin 24 Fe,1,3
Muscle Spasm,Lorzone,10,33
Acne,Isotretinoin,10,3
ADHD,Atomoxetine,8,87
Postmenopausal Symptoms,Drospirenone / estradiol,10,28
Anxiety and Stress,Citalopram,9,0
Anxiety,Xanax,10,114
Emergency Contraception,Plan B,9,3
Obesity,Lorcaserin,9,94
Anxiety,Buspirone,1,41
Glioblastoma Multiforme,Avastin,10,56
Psoriasis,Clobetasol,10,22
Pain,Cymbalta,9,32
Depression,Fluoxetine,9,16
Osteoarthritis,Voltaren Gel,10,88
Bipolar Disorde,Asenapine,8,20
Bulimia,Fluoxetine,10,33
Insomnia,Restoril,5,77
Pain,Cymbalta,9,17
Bacterial Infection,Sulfamethoxazole / trimethoprim,5,27
Muscle Spasm,Cyclobenzaprine,1,2
Depression,Vilazodone,9,40
Chronic Pain,MS Contin,5,14
Allergic Rhinitis,Cetirizine,10,11
Premenstrual Dysphoric Disorde,Drospirenone / ethinyl estradiol,9,6
Bipolar Disorde,Lurasidone,7,25
ADHD,Vyvanse,10,15
Weight Loss,Bupropion / naltrexone,10,1
Migraine Prevention,Lamotrigine,9,4
ADHD,Methylphenidate,9,84
Irritable Bowel Syndrome,Viberzi,10,19
Acne,Minocycline,5,5
GERD,Dexlansoprazole,10,8
Sinusitis,Levaquin,1,29
Cold Symptoms,Acetaminophen / dextromethorphan / pseudoephedrine,8,3
Birth Control,Ethinyl estradiol / norgestrel,9,1
ADHD,Concerta,9,16
Birth Control,Mononessa,1,6
Insomnia,Sominex,9,78
Emergency Contraception,Levonorgestrel,10,11
Bacterial Vaginitis,Metronidazole,7,0
